Account_ID,Account_Name,Account_Type,Category,Is_Active,Created_Date
ACC100422,Account_422,Liability,Accounts Receivable,Yes,2015-09-13
ACC100423,Account_423,Expense,Accounts Receivable,Yes,2015-10-27
ACC100424,Account_424,Liability,Accounts Receivable,Yes,2017-05-21
ACC100425,Account_425,Revenue,Accounts Receivable,No,2018-03-09
ACC100426,Account_426,Expense,Inventory,No,2020-11-05
ACC100427,Account_427,Asset,COGS,No,2017-11-23
ACC100428,Account_428,Asset,Service Revenue,Yes,2016-09-23
ACC100429,Account_429,Asset,Fixed Assets,Yes,2023-01-28
ACC100430,Account_430,Asset,COGS,Yes,2015-06-21
ACC100431,Account_431,Equity,Service Revenue,Yes,2015-08-06
ACC100432,Account_432,Equity,Accounts Payable,No,2020-07-28
ACC100433,Account_433,Expense,Sales Revenue,No,2017-04-27
ACC100434,Account_434,Revenue,Owner Equity,Yes,2017-11-11
ACC100435,Account_435,Liability,Accounts Receivable,Yes,2020-10-31
ACC100436,Account_436,Revenue,Sales Revenue,Yes,2020-07-20
ACC100437,Account_437,Equity,Inventory,Yes,2019-12-24
ACC100438,Account_438,Equity,Fixed Assets,Yes,2021-04-28
ACC100439,Account_439,Liability,Accounts Receivable,Yes,2016-12-26
ACC100440,Account_440,Expense,Long-Term Debt,Yes,2018-08-18
ACC100441,Account_441,Equity,COGS,Yes,2020-10-12
ACC100442,Account_442,Equity,Operating Expense,Yes,2017-09-25
ACC100443,Account_443,Expense,Owner Equity,Yes,2022-05-13
ACC100444,Account_444,Equity,Accounts Receivable,Yes,2023-02-20
ACC100445,Account_445,Expense,Accounts Payable,Yes,2017-12-03
ACC100446,Account_446,Revenue,Fixed Assets,Yes,2015-09-05
ACC100447,Account_447,Asset,Accounts Payable,Yes,2023-02-11
ACC100448,Account_448,Expense,Sales Revenue,Yes,2022-02-28
ACC100449,Account_449,Revenue,Accounts Payable,Yes,2015-09-05
ACC100450,Account_450,Asset,Long-Term Debt,Yes,2017-02-19
ACC100451,Account_451,Liability,Operating Expense,Yes,2019-01-19
ACC100452,Account_452,Liability,Sales Revenue,Yes,2019-12-29
ACC100453,Account_453,Liability,Accounts Receivable,Yes,2018-02-05
ACC100454,Account_454,Equity,Service Revenue,No,2017-07-03
ACC100455,Account_455,Asset,Accounts Payable,Yes,2015-06-16
ACC100456,Account_456,Liability,Long-Term Debt,Yes,2018-06-02
ACC100457,Account_457,Revenue,Long-Term Debt,Yes,2016-03-18
ACC100458,Account_458,Expense,Long-Term Debt,Yes,2020-06-05
ACC100459,Account_459,Asset,Accounts Payable,Yes,2022-09-12
ACC100460,Account_460,Asset,Sales Revenue,Yes,2021-04-12
ACC100461,Account_461,Equity,COGS,Yes,2021-04-30
ACC100462,Account_462,Asset,Service Revenue,Yes,2015-07-16
ACC100463,Account_463,Liability,COGS,Yes,2017-04-19
ACC100464,Account_464,Liability,Service Revenue,Yes,2023-02-16
ACC100465,Account_465,Revenue,Sales Revenue,Yes,2022-10-14
ACC100466,Account_466,Revenue,Accounts Receivable,Yes,2020-01-24
ACC100467,Account_467,Equity,Accounts Receivable,Yes,2016-05-26
ACC100468,Account_468,Liability,Cash,Yes,2015-03-24
ACC100469,Account_469,Equity,Long-Term Debt,Yes,2018-08-16
ACC100470,Account_470,Liability,Operating Expense,Yes,2020-02-28
ACC100471,Account_471,Revenue,Fixed Assets,Yes,2017-06-13
ACC100472,Account_472,Liability,Inventory,Yes,2016-02-15
ACC100473,Account_473,Equity,Inventory,Yes,2016-02-02
ACC100474,Account_474,Liability,Owner Equity,Yes,2017-10-28
ACC100475,Account_475,Equity,Accounts Payable,Yes,2015-01-18
ACC100476,Account_476,Revenue,Inventory,Yes,2021-09-03
ACC100477,Account_477,Asset,Accounts Payable,Yes,2021-02-15
ACC100478,Account_478,Revenue,Owner Equity,Yes,2020-12-09
ACC100479,Account_479,Asset,Owner Equity,Yes,2018-12-11
ACC100480,Account_480,Asset,Owner Equity,Yes,2020-09-26
ACC100481,Account_481,Liability,Operating Expense,Yes,2017-04-11
ACC100482,Account_482,Asset,Owner Equity,No,2020-01-15
ACC100483,Account_483,Asset,Accounts Receivable,Yes,2019-07-19
ACC100484,Account_484,Asset,Long-Term Debt,Yes,2018-03-18
ACC100485,Account_485,Liability,COGS,Yes,2017-08-06
ACC100486,Account_486,Liability,Accounts Receivable,Yes,2016-12-12
ACC100487,Account_487,Asset,Long-Term Debt,No,2023-02-23
ACC100488,Account_488,Expense,Long-Term Debt,Yes,2021-06-13
ACC100489,Account_489,Liability,Fixed Assets,Yes,2019-06-13
ACC100490,Account_490,Liability,Inventory,Yes,2022-11-25
ACC100491,Account_491,Equity,Inventory,Yes,2016-06-11
ACC100492,Account_492,Expense,Sales Revenue,Yes,2022-10-03
ACC100493,Account_493,Revenue,Accounts Receivable,Yes,2015-06-13
ACC100494,Account_494,Expense,Sales Revenue,Yes,2022-07-07
ACC100495,Account_495,Revenue,Cash,Yes,2017-10-27
ACC100496,Account_496,Revenue,Sales Revenue,Yes,2016-10-27
ACC100497,Account_497,Revenue,Owner Equity,Yes,2018-02-03
ACC100498,Account_498,Asset,Accounts Payable,Yes,2016-04-30
ACC100499,Account_499,Revenue,Operating Expense,No,2018-03-02
ACC100500,Account_500,Asset,Accounts Payable,Yes,2015-02-08
ACC100501,Account_501,Expense,Sales Revenue,Yes,2020-10-05
ACC100502,Account_502,Equity,Fixed Assets,Yes,2020-06-01
ACC100503,Account_503,Expense,Accounts Receivable,Yes,2021-01-09
ACC100504,Account_504,Liability,Accounts Receivable,Yes,2022-05-12
ACC100505,Account_505,Expense,Service Revenue,Yes,2018-01-19
ACC100506,Account_506,Liability,Long-Term Debt,Yes,2016-11-12
ACC100507,Account_507,Asset,Operating Expense,Yes,2020-08-31
ACC100508,Account_508,Equity,Inventory,Yes,2022-11-10
ACC100509,Account_509,Expense,Accounts Payable,Yes,2015-09-04
ACC100510,Account_510,Revenue,Inventory,Yes,2023-01-06
ACC100511,Account_511,Asset,Owner Equity,Yes,2016-11-14
ACC100512,Account_512,Equity,Accounts Receivable,Yes,2023-03-13
ACC100513,Account_513,Asset,Fixed Assets,Yes,2022-05-09
ACC100514,Account_514,Equity,Operating Expense,Yes,2019-09-12
ACC100515,Account_515,Revenue,Inventory,Yes,2019-07-22
ACC100516,Account_516,Asset,Inventory,Yes,2015-02-04
ACC100517,Account_517,Equity,Long-Term Debt,Yes,2022-09-28
ACC100518,Account_518,Revenue,Sales Revenue,Yes,2021-03-08
ACC100519,Account_519,Equity,Sales Revenue,Yes,2019-08-30
ACC100520,Account_520,Asset,Accounts Receivable,Yes,2021-09-10
ACC100521,Account_521,Liability,Accounts Receivable,No,2023-01-17
ACC100522,Account_522,Liability,Accounts Payable,Yes,2015-05-12
ACC100523,Account_523,Expense,Inventory,Yes,2020-12-16
ACC100524,Account_524,Asset,Fixed Assets,Yes,2015-05-13
ACC100525,Account_525,Liability,Service Revenue,Yes,2019-06-14
ACC100526,Account_526,Asset,Owner Equity,Yes,2022-05-30
ACC100527,Account_527,Equity,COGS,Yes,2021-03-16
ACC100528,Account_528,Revenue,Owner Equity,Yes,2020-04-08
ACC100529,Account_529,Equity,Accounts Payable,Yes,2019-12-30
ACC100530,Account_530,Liability,Inventory,Yes,2020-12-04
ACC100531,Account_531,Equity,Fixed Assets,Yes,2019-11-28
ACC100532,Account_532,Expense,Accounts Payable,Yes,2022-10-22
ACC100533,Account_533,Liability,Inventory,Yes,2020-09-17
ACC100534,Account_534,Asset,Service Revenue,No,2020-03-10
ACC100535,Account_535,Revenue,Accounts Payable,Yes,2020-04-22
ACC100536,Account_536,Asset,Accounts Payable,Yes,2020-04-26
ACC100537,Account_537,Revenue,Inventory,Yes,2020-01-23
ACC100538,Account_538,Asset,Service Revenue,Yes,2015-06-27
ACC100539,Account_539,Equity,Operating Expense,Yes,2022-04-13
ACC100540,Account_540,Revenue,Sales Revenue,Yes,2022-12-04
ACC100541,Account_541,Asset,Owner Equity,Yes,2019-05-05
ACC100542,Account_542,Liability,Accounts Receivable,Yes,2015-09-07
ACC100543,Account_543,Revenue,COGS,Yes,2018-02-13
ACC100544,Account_544,Equity,COGS,Yes,2018-06-18
ACC100545,Account_545,Revenue,Owner Equity,Yes,2017-01-08
ACC100546,Account_546,Expense,Operating Expense,Yes,2019-09-19
ACC100547,Account_547,Equity,Owner Equity,Yes,2020-02-27
ACC100548,Account_548,Expense,Service Revenue,Yes,2022-05-15
ACC100549,Account_549,Equity,Accounts Payable,Yes,2016-11-14
ACC100550,Account_550,Expense,Fixed Assets,Yes,2018-05-14
ACC100551,Account_551,Expense,Owner Equity,Yes,2017-10-17
ACC100552,Account_552,Liability,Operating Expense,Yes,2021-01-27
ACC100553,Account_553,Asset,Accounts Payable,Yes,2019-09-24
ACC100554,Account_554,Revenue,Accounts Receivable,Yes,2022-10-12
ACC100555,Account_555,Equity,Cash,Yes,2022-07-03
ACC100556,Account_556,Expense,Inventory,No,2019-07-21
ACC100557,Account_557,Revenue,Fixed Assets,Yes,2017-08-01
ACC100558,Account_558,Liability,COGS,Yes,2017-08-14
ACC100559,Account_559,Liability,Fixed Assets,Yes,2020-06-26
ACC100560,Account_560,Equity,Operating Expense,Yes,2016-12-05
ACC100561,Account_561,Asset,COGS,Yes,2016-12-03
ACC100562,Account_562,Liability,Fixed Assets,No,2016-07-27
ACC100563,Account_563,Expense,Accounts Payable,Yes,2017-08-30
ACC100564,Account_564,Asset,Sales Revenue,Yes,2015-07-10
ACC100565,Account_565,Asset,Sales Revenue,Yes,2020-01-29
ACC100566,Account_566,Expense,Accounts Payable,Yes,2015-04-30
ACC100567,Account_567,Liability,Sales Revenue,Yes,2017-01-16
ACC100568,Account_568,Asset,Sales Revenue,Yes,2019-07-24
ACC100569,Account_569,Asset,Service Revenue,Yes,2021-10-26
ACC100570,Account_570,Revenue,COGS,Yes,2023-01-24
ACC100571,Account_571,Revenue,Operating Expense,Yes,2015-04-19
ACC100572,Account_572,Revenue,Inventory,Yes,2022-06-25
ACC100573,Account_573,Liability,Service Revenue,Yes,2016-11-07
ACC100574,Account_574,Asset,COGS,Yes,2018-12-20
ACC100575,Account_575,Revenue,COGS,No,2015-02-11
ACC100576,Account_576,Equity,Owner Equity,Yes,2017-09-04
ACC100577,Account_577,Revenue,Inventory,Yes,2020-02-02
ACC100578,Account_578,Liability,Operating Expense,Yes,2017-05-18
ACC100579,Account_579,Asset,Owner Equity,Yes,2020-10-13
ACC100580,Account_580,Equity,Accounts Payable,Yes,2021-10-30
ACC100581,Account_581,Expense,Service Revenue,Yes,2018-06-14
ACC100582,Account_582,Asset,Operating Expense,Yes,2017-05-12
ACC100583,Account_583,Asset,Cash,Yes,2020-11-10
ACC100584,Account_584,Liability,Service Revenue,Yes,2020-10-23
ACC100585,Account_585,Revenue,Sales Revenue,Yes,2018-07-14
ACC100586,Account_586,Revenue,Long-Term Debt,Yes,2017-08-16
ACC100587,Account_587,Revenue,Owner Equity,Yes,2022-08-27
ACC100588,Account_588,Liability,Accounts Payable,Yes,2017-10-29
ACC100589,Account_589,Revenue,Owner Equity,Yes,2021-11-22
ACC100590,Account_590,Equity,Accounts Payable,Yes,2019-04-03
ACC100591,Account_591,Asset,Long-Term Debt,No,2022-11-11
ACC100592,Account_592,Liability,Sales Revenue,Yes,2016-06-19
ACC100593,Account_593,Revenue,Service Revenue,Yes,2020-11-01
ACC100594,Account_594,Expense,Operating Expense,Yes,2019-11-13
ACC100595,Account_595,Expense,Owner Equity,Yes,2021-04-21
ACC100596,Account_596,Asset,Owner Equity,No,2018-03-07
ACC100597,Account_597,Liability,Service Revenue,Yes,2020-07-16
ACC100598,Account_598,Expense,Operating Expense,Yes,2020-06-21
ACC100599,Account_599,Liability,Accounts Receivable,Yes,2016-09-18
ACC100600,Account_600,Equity,Accounts Payable,Yes,2020-08-14
ACC100601,Account_601,Revenue,Accounts Payable,Yes,2020-11-13
ACC100602,Account_602,Equity,Long-Term Debt,Yes,2021-07-16
ACC100603,Account_603,Equity,Cash,Yes,2019-10-27
ACC100604,Account_604,Asset,Service Revenue,Yes,2019-02-03
ACC100605,Account_605,Asset,Owner Equity,Yes,2023-02-27
ACC100606,Account_606,Expense,Fixed Assets,Yes,2018-09-30
ACC100607,Account_607,Revenue,Inventory,Yes,2022-06-26
ACC100608,Account_608,Equity,COGS,Yes,2023-01-21
ACC100609,Account_609,Revenue,Accounts Receivable,No,2018-11-30
ACC100610,Account_610,Equity,Cash,Yes,2022-12-02
ACC100611,Account_611,Equity,Owner Equity,Yes,2016-01-15
ACC100612,Account_612,Asset,Sales Revenue,No,2020-10-14
ACC100613,Account_613,Equity,Cash,Yes,2018-04-13
ACC100614,Account_614,Expense,Owner Equity,Yes,2018-08-06
ACC100615,Account_615,Liability,Cash,Yes,2018-06-24
ACC100616,Account_616,Expense,Sales Revenue,Yes,2018-10-12
ACC100617,Account_617,Expense,Cash,No,2015-06-06
ACC100618,Account_618,Expense,Owner Equity,Yes,2021-07-18
ACC100619,Account_619,Asset,Fixed Assets,Yes,2022-03-12
ACC100620,Account_620,Liability,Accounts Payable,Yes,2016-11-30
ACC100621,Account_621,Expense,Inventory,Yes,2017-08-24
ACC100622,Account_622,Equity,Operating Expense,Yes,2022-12-09
ACC100623,Account_623,Revenue,Sales Revenue,Yes,2022-12-21
ACC100624,Account_624,Asset,Accounts Receivable,Yes,2015-09-25
ACC100625,Account_625,Equity,Service Revenue,Yes,2016-02-15
ACC100626,Account_626,Asset,Operating Expense,No,2018-01-02
ACC100627,Account_627,Liability,Operating Expense,Yes,2016-11-25
ACC100628,Account_628,Liability,Long-Term Debt,Yes,2015-03-13
ACC100629,Account_629,Revenue,Operating Expense,Yes,2022-03-11
ACC100630,Account_630,Liability,Accounts Payable,Yes,2015-11-29
ACC100631,Account_631,Revenue,Accounts Payable,Yes,2020-04-08
ACC100632,Account_632,Liability,Service Revenue,Yes,2019-11-21
ACC100633,Account_633,Liability,Fixed Assets,Yes,2020-02-19
ACC100634,Account_634,Equity,Long-Term Debt,Yes,2023-03-14
ACC100635,Account_635,Equity,Service Revenue,Yes,2022-11-23
ACC100636,Account_636,Asset,Fixed Assets,Yes,2016-12-25
ACC100637,Account_637,Equity,Accounts Receivable,Yes,2020-04-23
ACC100638,Account_638,Liability,Accounts Payable,Yes,2017-10-22
ACC100639,Account_639,Expense,Service Revenue,Yes,2020-12-14
ACC100640,Account_640,Revenue,COGS,Yes,2019-03-14
ACC100641,Account_641,Equity,Cash,Yes,2016-08-07
ACC100642,Account_642,Liability,Cash,Yes,2015-09-16
ACC100643,Account_643,Expense,Sales Revenue,Yes,2016-12-24
ACC100644,Account_644,Revenue,Owner Equity,Yes,2020-02-09
ACC100645,Account_645,Liability,Accounts Receivable,Yes,2019-08-27
ACC100646,Account_646,Revenue,Fixed Assets,Yes,2021-06-04
ACC100647,Account_647,Revenue,Owner Equity,Yes,2020-03-25
ACC100648,Account_648,Expense,Sales Revenue,No,2020-12-09
ACC100649,Account_649,Expense,Long-Term Debt,Yes,2022-08-08
ACC100650,Account_650,Expense,Accounts Receivable,Yes,2016-09-27
ACC100651,Account_651,Equity,Fixed Assets,Yes,2022-07-31
ACC100652,Account_652,Asset,Cash,Yes,2017-03-30
ACC100653,Account_653,Liability,Long-Term Debt,Yes,2017-07-10
ACC100654,Account_654,Asset,Long-Term Debt,Yes,2019-01-13
ACC100655,Account_655,Revenue,Owner Equity,Yes,2019-06-05
ACC100656,Account_656,Revenue,Long-Term Debt,No,2015-12-04
ACC100657,Account_657,Asset,Inventory,Yes,2018-08-17
ACC100658,Account_658,Revenue,Owner Equity,Yes,2016-03-09
ACC100659,Account_659,Expense,Cash,Yes,2017-01-15
ACC100660,Account_660,Liability,Owner Equity,Yes,2020-03-05
ACC100661,Account_661,Revenue,Fixed Assets,Yes,2019-12-15
ACC100662,Account_662,Asset,Accounts Receivable,Yes,2015-01-15
ACC100663,Account_663,Equity,Fixed Assets,No,2017-06-25
ACC100664,Account_664,Expense,Service Revenue,Yes,2016-04-09
ACC100665,Account_665,Expense,Service Revenue,Yes,2015-11-27
ACC100666,Account_666,Asset,Accounts Payable,Yes,2023-03-06
ACC100667,Account_667,Revenue,Cash,Yes,2018-11-07
ACC100668,Account_668,Revenue,Long-Term Debt,Yes,2017-01-22
ACC100669,Account_669,Liability,Sales Revenue,Yes,2020-03-22
ACC100670,Account_670,Revenue,Service Revenue,No,2018-11-25
ACC100671,Account_671,Liability,Accounts Payable,Yes,2019-11-26
ACC100672,Account_672,Revenue,Inventory,Yes,2018-09-18
ACC100673,Account_673,Liability,Owner Equity,No,2018-02-14
ACC100674,Account_674,Expense,Sales Revenue,Yes,2015-07-29
ACC100675,Account_675,Asset,Inventory,Yes,2020-02-18
ACC100676,Account_676,Expense,Long-Term Debt,Yes,2015-11-05
ACC100677,Account_677,Expense,Operating Expense,Yes,2019-02-19
ACC100678,Account_678,Asset,Cash,Yes,2021-10-06
ACC100679,Account_679,Liability,Operating Expense,Yes,2018-08-07
ACC100680,Account_680,Liability,COGS,Yes,2020-06-18
ACC100681,Account_681,Equity,Long-Term Debt,No,2021-01-13
ACC100682,Account_682,Asset,Operating Expense,Yes,2018-03-08
ACC100683,Account_683,Revenue,Cash,Yes,2022-01-11
ACC100684,Account_684,Asset,COGS,Yes,2020-01-06
ACC100685,Account_685,Liability,Operating Expense,Yes,2018-04-12
ACC100686,Account_686,Revenue,Long-Term Debt,Yes,2016-10-24
ACC100687,Account_687,Equity,COGS,Yes,2019-12-29
ACC100688,Account_688,Revenue,Fixed Assets,Yes,2022-09-26
ACC100689,Account_689,Equity,Fixed Assets,Yes,2022-11-16
ACC100690,Account_690,Liability,Cash,Yes,2021-08-07
ACC100691,Account_691,Expense,Inventory,No,2017-08-16
ACC100692,Account_692,Asset,Fixed Assets,Yes,2015-08-18
ACC100693,Account_693,Asset,Inventory,Yes,2021-09-28
ACC100694,Account_694,Revenue,Long-Term Debt,Yes,2021-12-08
ACC100695,Account_695,Asset,COGS,Yes,2015-11-01
ACC100696,Account_696,Revenue,Operating Expense,Yes,2023-03-05
ACC100697,Account_697,Equity,COGS,Yes,2017-07-10
ACC100698,Account_698,Asset,COGS,No,2018-04-08
ACC100699,Account_699,Expense,Operating Expense,Yes,2015-02-15
ACC100700,Account_700,Asset,Accounts Payable,Yes,2018-04-15
ACC100701,Account_701,Asset,Fixed Assets,Yes,2019-02-04
ACC100702,Account_702,Equity,Fixed Assets,Yes,2020-06-18
ACC100703,Account_703,Expense,Inventory,Yes,2022-01-03
ACC100704,Account_704,Revenue,Long-Term Debt,No,2018-10-07
ACC100705,Account_705,Liability,Long-Term Debt,Yes,2016-06-10
ACC100706,Account_706,Asset,COGS,Yes,2015-07-21
ACC100707,Account_707,Asset,Cash,Yes,2020-08-09
ACC100708,Account_708,Expense,Accounts Receivable,Yes,2022-07-12
ACC100709,Account_709,Equity,Owner Equity,Yes,2022-05-20
ACC100710,Account_710,Asset,COGS,Yes,2021-05-16
ACC100711,Account_711,Revenue,Operating Expense,No,2022-08-13
ACC100712,Account_712,Liability,Accounts Receivable,Yes,2021-11-09
ACC100713,Account_713,Expense,Accounts Payable,Yes,2018-09-15
ACC100714,Account_714,Equity,Owner Equity,Yes,2021-03-08
ACC100715,Account_715,Asset,Fixed Assets,Yes,2016-05-03
ACC100716,Account_716,Revenue,Fixed Assets,Yes,2020-11-23
ACC100717,Account_717,Liability,Cash,Yes,2020-10-25
ACC100718,Account_718,Expense,Operating Expense,Yes,2016-01-26
ACC100719,Account_719,Revenue,Operating Expense,Yes,2017-05-29
ACC100720,Account_720,Revenue,Accounts Receivable,Yes,2017-02-01
ACC100721,Account_721,Equity,Cash,Yes,2022-01-31
ACC100722,Account_722,Asset,Service Revenue,Yes,2015-03-23
ACC100723,Account_723,Liability,Cash,Yes,2017-02-09
ACC100724,Account_724,Liability,Sales Revenue,Yes,2020-04-06
ACC100725,Account_725,Liability,Operating Expense,Yes,2019-12-07
ACC100726,Account_726,Asset,COGS,Yes,2019-07-10
ACC100727,Account_727,Equity,COGS,Yes,2018-11-07
ACC100728,Account_728,Asset,Long-Term Debt,Yes,2022-09-22
ACC100729,Account_729,Liability,Sales Revenue,Yes,2017-08-26
ACC100730,Account_730,Liability,Accounts Payable,Yes,2022-08-21
ACC100731,Account_731,Expense,Inventory,Yes,2017-11-22
ACC100732,Account_732,Revenue,Operating Expense,Yes,2016-08-01
ACC100733,Account_733,Expense,Inventory,Yes,2022-03-31
ACC100734,Account_734,Asset,Service Revenue,Yes,2021-01-02
ACC100735,Account_735,Equity,Cash,Yes,2018-06-06
ACC100736,Account_736,Revenue,Inventory,Yes,2015-07-25
ACC100737,Account_737,Expense,Service Revenue,Yes,2020-09-02
ACC100738,Account_738,Asset,Accounts Receivable,Yes,2019-10-24
ACC100739,Account_739,Expense,Accounts Payable,Yes,2015-06-08
ACC100740,Account_740,Equity,Cash,No,2020-10-17
ACC100741,Account_741,Equity,Service Revenue,Yes,2019-02-17
ACC100742,Account_742,Revenue,Operating Expense,Yes,2018-12-05
ACC100743,Account_743,Revenue,Long-Term Debt,Yes,2022-12-30
ACC100744,Account_744,Asset,Accounts Receivable,Yes,2017-08-29
ACC100745,Account_745,Revenue,Fixed Assets,Yes,2022-11-12
ACC100746,Account_746,Liability,Cash,Yes,2021-08-05
ACC100747,Account_747,Equity,Accounts Receivable,Yes,2019-05-27
ACC100748,Account_748,Expense,Owner Equity,Yes,2022-02-23
ACC100749,Account_749,Revenue,Owner Equity,Yes,2022-12-21
ACC100750,Account_750,Asset,Inventory,Yes,2015-11-03
ACC100751,Account_751,Revenue,Operating Expense,No,2022-01-15
ACC100752,Account_752,Asset,Long-Term Debt,Yes,2019-07-29
ACC100753,Account_753,Expense,Sales Revenue,Yes,2022-03-29
ACC100754,Account_754,Equity,Owner Equity,Yes,2018-08-05
ACC100755,Account_755,Revenue,Long-Term Debt,No,2015-01-12
ACC100756,Account_756,Asset,Inventory,Yes,2018-12-07
ACC100757,Account_757,Revenue,Long-Term Debt,Yes,2022-09-24
ACC100758,Account_758,Asset,Accounts Receivable,Yes,2021-08-25
ACC100759,Account_759,Equity,Service Revenue,Yes,2015-06-25
ACC100760,Account_760,Revenue,Accounts Payable,Yes,2022-02-04
ACC100761,Account_761,Equity,Fixed Assets,Yes,2017-07-12
ACC100762,Account_762,Liability,Accounts Payable,Yes,2019-10-17
ACC100763,Account_763,Expense,Accounts Payable,Yes,2017-10-30
ACC100764,Account_764,Equity,COGS,Yes,2020-10-02
ACC100765,Account_765,Liability,Long-Term Debt,Yes,2023-01-05
ACC100766,Account_766,Expense,Accounts Payable,Yes,2016-02-16
ACC100767,Account_767,Expense,Accounts Receivable,Yes,2015-07-04
ACC100768,Account_768,Equity,Owner Equity,Yes,2018-12-22
ACC100769,Account_769,Liability,Fixed Assets,Yes,2015-01-23
ACC100770,Account_770,Expense,Long-Term Debt,Yes,2021-03-25
ACC100771,Account_771,Equity,Fixed Assets,Yes,2019-10-27
ACC100772,Account_772,Liability,Sales Revenue,No,2021-11-11
ACC100773,Account_773,Expense,Accounts Receivable,Yes,2017-12-05
ACC100774,Account_774,Revenue,Operating Expense,Yes,2016-03-13
ACC100775,Account_775,Expense,Long-Term Debt,No,2022-09-04
ACC100776,Account_776,Asset,Long-Term Debt,Yes,2022-03-22
ACC100777,Account_777,Liability,Accounts Receivable,Yes,2015-01-18
ACC100778,Account_778,Revenue,COGS,Yes,2022-01-03
ACC100779,Account_779,Asset,Accounts Receivable,Yes,2019-04-10
ACC100780,Account_780,Liability,Inventory,Yes,2018-05-27
ACC100781,Account_781,Asset,Sales Revenue,Yes,2022-04-28
ACC100782,Account_782,Liability,Owner Equity,Yes,2015-11-21
ACC100783,Account_783,Expense,COGS,Yes,2016-02-07
ACC100784,Account_784,Revenue,Sales Revenue,Yes,2015-03-12
ACC100785,Account_785,Equity,Long-Term Debt,Yes,2016-05-13
ACC100786,Account_786,Asset,COGS,Yes,2017-12-16
ACC100787,Account_787,Expense,Accounts Receivable,Yes,2015-12-08
ACC100788,Account_788,Revenue,Owner Equity,Yes,2019-12-01
ACC100789,Account_789,Revenue,Service Revenue,Yes,2018-07-26
ACC100790,Account_790,Revenue,Long-Term Debt,Yes,2016-01-28
ACC100791,Account_791,Expense,Owner Equity,Yes,2019-04-11
ACC100792,Account_792,Equity,Service Revenue,Yes,2015-08-05
ACC100793,Account_793,Equity,Cash,Yes,2022-03-03
ACC100794,Account_794,Expense,Long-Term Debt,Yes,2020-08-30
ACC100795,Account_795,Expense,COGS,Yes,2022-06-27
ACC100796,Account_796,Liability,COGS,Yes,2015-09-16
ACC100797,Account_797,Asset,Fixed Assets,No,2021-05-19
ACC100798,Account_798,Expense,Accounts Payable,Yes,2018-12-06
ACC100799,Account_799,Revenue,Service Revenue,Yes,2018-09-09
ACC100800,Account_800,Liability,Inventory,Yes,2018-10-10
ACC100801,Account_801,Expense,Service Revenue,Yes,2019-10-29
ACC100802,Account_802,Equity,Inventory,Yes,2021-05-27
ACC100803,Account_803,Liability,Cash,Yes,2018-02-03
ACC100804,Account_804,Liability,Cash,Yes,2019-01-19
ACC100805,Account_805,Equity,Long-Term Debt,Yes,2015-04-21
ACC100806,Account_806,Liability,Operating Expense,Yes,2022-12-03
ACC100807,Account_807,Liability,Sales Revenue,Yes,2022-01-09
ACC100808,Account_808,Equity,Long-Term Debt,Yes,2019-04-19
ACC100809,Account_809,Revenue,Operating Expense,No,2016-01-01
ACC100810,Account_810,Liability,Operating Expense,Yes,2021-06-18
ACC100811,Account_811,Liability,Service Revenue,Yes,2021-02-27
ACC100812,Account_812,Asset,Sales Revenue,Yes,2021-12-29
ACC100813,Account_813,Equity,Accounts Receivable,Yes,2019-03-31
ACC100814,Account_814,Revenue,Operating Expense,No,2018-05-25
ACC100815,Account_815,Expense,COGS,Yes,2015-09-05
ACC100816,Account_816,Expense,Accounts Payable,No,2016-01-21
ACC100817,Account_817,Equity,Fixed Assets,No,2020-05-01
ACC100818,Account_818,Expense,Accounts Payable,No,2022-07-14
ACC100819,Account_819,Expense,Owner Equity,Yes,2016-10-22
ACC100820,Account_820,Liability,Service Revenue,Yes,2020-09-01
ACC100821,Account_821,Expense,Inventory,Yes,2022-02-21
ACC100822,Account_822,Equity,Accounts Receivable,Yes,2020-02-26
ACC100823,Account_823,Expense,Fixed Assets,Yes,2021-07-12
ACC100824,Account_824,Asset,COGS,Yes,2018-02-19
ACC100825,Account_825,Revenue,Sales Revenue,Yes,2022-09-23
ACC100826,Account_826,Revenue,Accounts Payable,Yes,2017-12-25
ACC100827,Account_827,Liability,Long-Term Debt,Yes,2015-01-16
ACC100828,Account_828,Equity,Owner Equity,Yes,2018-01-21
ACC100829,Account_829,Asset,COGS,Yes,2018-09-05
ACC100830,Account_830,Revenue,Cash,Yes,2015-05-04
ACC100831,Account_831,Revenue,Owner Equity,Yes,2015-10-06
ACC100832,Account_832,Liability,Fixed Assets,Yes,2021-07-25
ACC100833,Account_833,Revenue,Sales Revenue,Yes,2017-07-29
ACC100834,Account_834,Equity,COGS,Yes,2022-02-22
ACC100835,Account_835,Liability,Service Revenue,No,2020-06-23
ACC100836,Account_836,Asset,Cash,No,2022-04-30
ACC100837,Account_837,Revenue,Service Revenue,Yes,2021-08-15
ACC100838,Account_838,Liability,Long-Term Debt,Yes,2021-12-19
ACC100839,Account_839,Liability,Cash,Yes,2019-07-19
ACC100840,Account_840,Expense,Sales Revenue,Yes,2018-06-20
ACC100841,Account_841,Liability,Operating Expense,Yes,2016-12-16
ACC100842,Account_842,Asset,Inventory,Yes,2017-05-09
ACC100843,Account_843,Expense,Inventory,Yes,2016-11-23
